Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
52,Travel_Rarely,1406,Human Resources,21,4,Life Sciences,1,1421,4,Male,100,4,2,Human Resources,1,Single,5348.56,16130,4,Y,Yes,23,3,3,80,3,34,3,1,14,11,14,9,Yes
34,Travel_Rarely,172,Sales,4,5,Life Sciences,1,1422,3,Male,54,3,5,Sales Executive,2,Married,11283.1,13114,9,Y,No,23,3,2,80,3,15,5,3,12,8,2,2,No
45,Travel_Frequently,580,Research & Development,10,3,Medical,1,1423,1,Male,96,1,1,Laboratory Technician,3,Single,2584.95,24737,6,Y,No,21,3,3,80,0,23,4,1,13,5,2,8,Yes
42,Travel_Rarely,1475,Research & Development,21,2,Life Sciences,1,1424,4,Male,33,1,3,Laboratory Technician,2,Married,7628.2,12495,0,Y,No,19,3,4,80,2,21,2,3,13,10,7,3,Yes
49,Travel_Rarely,659,Research & Development,20,1,Technical Degree,1,1425,4,Male,45,1,3,Laboratory Technician,2,Divorced,7342.23,2146,3,Y,No,16,3,4,80,0,31,4,2,4,3,4,4,Yes
28,Travel_Rarely,1449,Sales,16,5,Medical,1,1426,3,Female,48,2,3,Sales Executive,2,Married,7948.0,9507,5,Y,No,24,3,2,80,0,6,2,3,4,3,0,4,No
43,Non-Travel,844,Research & Development,8,1,Life Sciences,1,1427,2,Male,58,3,2,Healthcare Representative,2,Divorced,5573.11,18700,8,Y,No,11,4,4,80,2,21,4,1,21,10,3,1,Yes
46,Travel_Rarely,199,Research & Development,4,2,Technical Degree,1,1428,4,Male,80,4,2,Research Scientist,3,Married,5852.89,17977,7,Y,No,15,3,1,80,3,26,3,1,12,0,8,11,No
21,Travel_Rarely,1182,Research & Development,29,2,Other,1,1429,2,Male,47,1,4,Research Scientist,3,Divorced,9496.38,10797,1,Y,Yes,15,3,4,80,0,3,4,4,3,3,1,0,Yes
26,Travel_Frequently,607,Research & Development,10,3,Life Sciences,1,1430,3,Male,87,2,3,Manufacturing Director,2,Married,7590.84,10766,2,Y,No,17,3,3,80,3,5,1,1,1,1,0,1,Yes
18,Travel_Frequently,357,Research & Development,12,4,Medical,1,1431,1,Male,73,4,1,Research Scientist,2,Single,3965.56,3177,9,Y,No,17,4,4,80,1,0,2,4,0,0,0,0,Yes
34,Travel_Rarely,512,Research & Development,29,1,Life Sciences,1,1432,4,Male,45,4,3,Research Scientist,1,Single,7403.81,13518,4,Y,No,16,4,1,80,2,15,0,1,5,1,5,2,Yes
43,Travel_Frequently,1188,Research & Development,14,3,Life Sciences,1,1433,1,Female,94,4,2,Research Scientist,1,Married,5735.93,5422,6,Y,No,25,3,1,80,1,22,4,4,4,4,1,3,Yes
50,Travel_Rarely,694,Research & Development,16,5,Life Sciences,1,1434,2,Male,31,1,1,Research Scientist,3,Single,3278.24,4594,2,Y,No,25,3,1,80,3,30,2,2,2,0,0,1,Yes
37,Travel_Rarely,1277,Research & Development,22,4,Medical,1,1435,2,Male,85,4,4,Research Scientist,1,Married,9434.45,13074,6,Y,No,18,3,3,80,1,17,0,4,2,2,0,0,Yes
51,Travel_Rarely,365,Research & Development,18,3,Other,1,1436,1,Female,57,3,2,Research Scientist,3,Married,6296.76,19148,4,Y,No,12,3,1,80,1,29,2,1,2,0,2,1,Yes
24,Travel_Rarely,920,Research & Development,21,1,Medical,1,1437,3,Female,94,2,3,Laboratory Technician,3,Divorced,7820.25,24661,9,Y,Yes,24,3,3,80,1,6,6,2,3,1,3,0,Yes
21,Travel_Frequently,1202,Research & Development,22,2,Life Sciences,1,1438,3,Male,34,4,1,Manufacturing Director,4,Married,3229.27,13392,5,Y,Yes,23,3,1,80,0,0,2,3,0,0,0,0,Yes
36,Travel_Rarely,1438,Research & Development,21,5,Medical,1,1439,4,Male,51,4,1,Research Scientist,3,Married,3711.46,2435,5,Y,Yes,23,3,3,80,0,17,0,1,1,1,1,1,Yes
40,Travel_Rarely,761,Sales,12,1,Life Sciences,1,1440,4,Male,42,3,2,Sales Representative,1,Divorced,4860.01,5351,3,Y,No,17,3,3,80,2,19,0,4,19,9,19,16,No
36,Travel_Frequently,1046,Sales,18,4,Technical Degree,1,1441,3,Male,94,4,1,Sales Executive,4,Divorced,3389.4,13169,7,Y,Yes,20,3,3,80,3,18,3,3,17,4,13,16,Yes
18,Travel_Frequently,659,Sales,7,4,Medical,1,1442,3,Male,45,1,3,Sales Executive,1,Single,7023.29,21314,8,Y,No,25,3,4,80,3,0,5,4,0,0,0,0,Yes
36,Travel_Rarely,1016,Research & Development,20,2,Life Sciences,1,1443,1,Male,93,1,1,Research Scientist,3,Married,3725.95,18518,1,Y,Yes,17,3,1,80,2,18,6,3,9,3,6,6,Yes
25,Travel_Rarely,990,Research & Development,24,2,Life Sciences,1,1444,2,Female,61,1,2,Laboratory Technician,3,Single,5405.53,23002,8,Y,No,14,3,3,80,3,6,4,2,1,0,0,1,Yes
43,Travel_Rarely,1371,Research & Development,23,5,Marketing,1,1445,2,Male,80,4,1,Laboratory Technician,2,Married,3641.74,10995,3,Y,No,22,3,1,80,3,24,4,1,20,20,0,17,Yes
40,Travel_Frequently,967,Research & Development,7,5,Life Sciences,1,1446,4,Male,87,2,1,Laboratory Technician,3,Married,3887.09,4366,5,Y,No,20,3,4,80,1,22,6,2,6,6,5,5,No
28,Travel_Rarely,709,Research & Development,9,2,Marketing,1,1447,3,Male,75,2,3,Manufacturing Director,4,Divorced,7269.89,14367,6,Y,No,12,3,2,80,1,8,2,1,3,1,1,1,No
32,Non-Travel,513,Human Resources,1,2,Life Sciences,1,1448,1,Female,81,4,1,Human Resources,3,Married,3287.76,13454,3,Y,No,14,3,1,80,3,14,6,3,9,6,9,8,Yes
27,Travel_Rarely,124,Research & Development,26,4,Life Sciences,1,1449,4,Male,92,2,2,Laboratory Technician,2,Married,5481.48,11668,7,Y,No,14,3,1,80,2,8,1,2,5,0,1,1,No
36,Travel_Rarely,383,Research & Development,6,2,Medical,1,1450,1,Female,89,2,4,Laboratory Technician,3,Divorced,9069.75,5415,9,Y,No,22,3,4,80,2,15,1,1,12,4,9,6,Yes
45,Travel_Rarely,980,Sales,6,3,Technical Degree,1,1451,3,Male,94,4,3,Sales Representative,3,Single,7494.39,12232,7,Y,No,22,3,3,80,3,23,5,3,13,11,13,11,No
28,Travel_Rarely,400,Sales,22,1,Technical Degree,1,1452,3,Male,84,1,3,Sales Executive,3,Married,7520.78,19390,0,Y,No,16,3,1,80,2,7,2,2,1,0,0,0,Yes
41,Travel_Rarely,1191,Sales,29,2,Life Sciences,1,1453,3,Male,86,4,1,Sales Executive,2,Married,3614.47,6691,7,Y,No,24,4,2,80,2,22,3,2,19,14,14,2,No
32,Non-Travel,1130,Research & Development,12,5,Life Sciences,1,1454,2,Male,100,1,1,Laboratory Technician,1,Single,3709.78,9669,9,Y,No,17,3,4,80,1,11,0,2,5,3,2,2,Yes
29,Travel_Rarely,916,Research & Development,22,3,Life Sciences,1,1455,3,Male,55,1,4,Laboratory Technician,3,Married,8698.44,20280,2,Y,No,13,3,3,80,2,9,2,2,0,0,0,0,Yes
36,Travel_Rarely,1260,Research & Development,12,5,Medical,1,1456,4,Male,41,2,3,Research Scientist,4,Single,6857.44,21449,4,Y,Yes,25,3,1,80,0,16,4,4,5,4,5,1,No
27,Travel_Frequently,1287,Research & Development,10,3,Medical,1,1457,2,Male,100,2,2,Research Scientist,2,Divorced,4916.41,4748,9,Y,Yes,20,4,1,80,1,9,1,3,5,1,2,0,Yes
32,Travel_Rarely,182,Research & Development,23,2,Technical Degree,1,1458,1,Female,75,1,3,Laboratory Technician,4,Single,7546.3,25076,7,Y,No,11,4,4,80,0,11,1,4,1,0,1,1,Yes
26,Travel_Frequently,1196,Research & Development,26,1,Technical Degree,1,1459,4,Male,76,1,2,Laboratory Technician,3,Single,5357.81,4661,5,Y,No,13,3,3,80,3,5,1,3,3,2,0,0,Yes
54,Travel_Rarely,1360,Sales,6,5,Life Sciences,1,1460,4,Male,67,2,1,Sales Executive,2,Married,2366.14,21362,3,Y,No,19,3,3,80,2,35,3,3,9,5,9,5,Yes
37,Travel_Rarely,145,Research & Development,17,3,Medical,1,1461,1,Male,50,3,3,Healthcare Representative,3,Single,8473.52,25333,3,Y,No,11,3,4,80,0,19,4,3,8,7,7,5,No
30,Travel_Rarely,717,Sales,19,4,Technical Degree,1,1462,2,Female,43,1,3,Sales Representative,4,Single,6505.52,24759,3,Y,No,23,4,1,80,2,12,3,1,5,3,0,3,Yes
38,Travel_Rarely,1027,Sales,18,2,Marketing,1,1463,4,Female,31,1,2,Sales Executive,2,Married,5515.21,24843,5,Y,No,18,3,1,80,0,17,0,3,14,7,11,12,Yes
35,Non-Travel,361,Research & Development,6,1,Life Sciences,1,1464,4,Male,99,1,4,Laboratory Technician,1,Married,9781.69,17173,6,Y,No,12,4,3,80,1,13,2,2,10,7,1,6,Yes
35,Travel_Rarely,275,Sales,24,2,Life Sciences,1,1465,4,Male,62,2,1,Sales Representative,1,Married,3140.11,13599,4,Y,No,16,3,3,80,3,14,2,4,12,12,0,1,Yes
42,Travel_Rarely,1289,Research & Development,19,4,Medical,1,1466,2,Male,35,4,1,Research Scientist,1,Married,3819.98,8107,9,Y,No,13,3,2,80,0,21,6,2,6,5,2,1,Yes
43,Travel_Rarely,756,Research & Development,10,1,Life Sciences,1,1467,2,Female,66,1,4,Research Scientist,3,Married,8995.91,14698,7,Y,Yes,17,4,2,80,1,22,1,2,17,12,15,13,Yes
32,Travel_Rarely,941,Sales,24,4,Life Sciences,1,1468,2,Female,43,1,3,Sales Executive,2,Married,7585.55,24885,6,Y,Yes,12,3,2,80,3,12,6,4,1,0,1,1,Yes
31,Travel_Frequently,469,Research & Development,8,2,Life Sciences,1,1469,4,Male,66,1,2,Manufacturing Director,4,Single,4409.73,15309,7,Y,No,14,4,3,80,0,13,1,2,1,0,1,1,Yes
34,Travel_Rarely,153,Human Resources,21,3,Medical,1,1470,3,Male,37,4,1,Human Resources,4,Single,4086.61,4661,3,Y,No,20,3,3,80,0,14,0,1,9,2,2,9,No
18,Travel_Rarely,789,Research & Development,24,2,Life Sciences,1,1471,1,Male,42,4,1,Research Scientist,3,Married,3500.44,17133,7,Y,No,19,4,3,80,1,0,3,2,0,0,0,0,Yes
23,Non-Travel,1464,Research & Development,6,2,Life Sciences,1,1472,3,Male,69,1,3,Research Director,3,Divorced,6702.64,24549,5,Y,No,16,3,1,80,3,4,5,2,4,2,3,0,No
49,Travel_Rarely,1250,Research & Development,21,2,Life Sciences,1,1473,2,Female,87,1,2,Laboratory Technician,4,Single,5814.38,10210,2,Y,No,14,3,4,80,3,27,5,4,10,8,4,0,Yes
51,Non-Travel,466,Research & Development,25,5,Marketing,1,1474,4,Male,47,3,3,Research Scientist,2,Married,8316.08,5358,7,Y,No,12,3,3,80,1,33,5,2,24,9,20,16,No
34,Travel_Rarely,1394,Research & Development,7,4,Technical Degree,1,1475,4,Male,86,4,4,Research Scientist,3,Married,9036.79,2275,6,Y,Yes,20,3,1,80,2,15,4,4,2,0,0,1,No
42,Travel_Rarely,743,Research & Development,24,4,Medical,1,1476,3,Female,67,3,3,Research Scientist,2,Married,7394.89,6078,9,Y,No,24,3,3,80,1,20,0,3,19,7,6,1,No
39,Travel_Rarely,478,Sales,1,4,Medical,1,1477,3,Female,61,1,2,Sales Representative,4,Married,5242.59,23138,4,Y,No,19,4,4,80,3,21,2,3,0,0,0,0,Yes
60,Travel_Frequently,172,Sales,27,5,Other,1,1478,1,Male,95,1,3,Manager,2,Single,7114.89,13137,3,Y,Yes,25,3,3,80,1,38,2,1,16,1,3,8,Yes
47,Non-Travel,1014,Research & Development,18,3,Life Sciences,1,1479,4,Female,54,1,2,Laboratory Technician,1,Married,5062.22,6698,0,Y,No,14,3,1,80,2,28,3,4,19,13,10,6,Yes
35,Travel_Rarely,1371,Sales,24,2,Life Sciences,1,1480,3,Male,87,1,1,Manager,4,Single,3176.77,2364,9,Y,No,19,4,3,80,1,16,6,4,7,3,0,2,Yes
28,Travel_Rarely,959,Sales,28,3,Life Sciences,1,1481,1,Female,62,2,1,Sales Representative,1,Married,3203.81,12165,2,Y,No,24,3,3,80,1,6,0,4,4,3,1,0,Yes
22,Travel_Rarely,142,Sales,25,5,Life Sciences,1,1482,2,Female,95,2,2,Sales Executive,4,Divorced,5321.77,2794,1,Y,No,12,3,3,80,0,2,4,1,2,2,1,0,Yes
38,Travel_Rarely,476,Research & Development,20,4,Life Sciences,1,1483,3,Male,59,2,4,Laboratory Technician,1,Married,9285.46,15646,7,Y,No,17,3,2,80,2,16,0,1,2,2,2,0,Yes
30,Travel_Rarely,1164,Research & Development,12,2,Technical Degree,1,1484,2,Female,63,3,1,Laboratory Technician,2,Single,3880.59,25179,7,Y,No,21,4,3,80,3,8,0,2,5,1,4,2,No
24,Non-Travel,269,Sales,16,1,Medical,1,1485,1,Female,98,4,1,Sales Executive,4,Divorced,3835.94,7870,4,Y,No,21,3,1,80,2,2,3,4,0,0,0,0,Yes
31,Travel_Rarely,311,Research & Development,10,1,Medical,1,1486,2,Male,77,1,5,Research Scientist,4,Divorced,10733.25,2589,4,Y,Yes,15,3,1,80,3,11,4,1,5,1,2,0,Yes
27,Travel_Rarely,138,Sales,27,3,Technical Degree,1,1487,4,Male,69,4,1,Sales Executive,1,Married,3203.2,22678,3,Y,No,18,4,1,80,3,6,5,3,5,2,4,0,Yes
52,Travel_Rarely,468,Research & Development,10,4,Life Sciences,1,1488,4,Female,80,2,3,Research Scientist,2,Married,8125.28,6313,0,Y,No,21,3,3,80,0,33,2,3,5,0,3,4,No
44,Travel_Rarely,856,Research & Development,14,1,Life Sciences,1,1489,2,Male,42,1,1,Manufacturing Director,4,Single,3647.01,18211,0,Y,No,24,3,4,80,2,26,1,4,23,18,5,2,Yes
36,Travel_Rarely,250,Research & Development,25,3,Medical,1,1490,4,Male,60,1,1,Manufacturing Director,3,Divorced,3667.24,23129,5,Y,No,18,3,1,80,0,17,6,3,7,4,2,4,Yes
50,Travel_Rarely,1234,Research & Development,20,5,Medical,1,1491,1,Female,68,3,4,Research Scientist,1,Married,9619.49,9377,3,Y,No,24,4,2,80,1,31,5,2,24,16,2,22,Yes
37,Travel_Frequently,1170,Research & Development,10,3,Life Sciences,1,1492,4,Female,92,4,1,Research Scientist,4,Divorced,3369.17,10861,3,Y,Yes,24,3,4,80,2,16,4,2,16,2,12,1,Yes
29,Travel_Rarely,1123,Sales,10,3,Medical,1,1493,2,Male,77,3,2,Sales Executive,2,Single,5479.48,19821,2,Y,No,14,3,1,80,1,10,2,4,9,2,3,4,No
50,Travel_Rarely,836,Research & Development,26,3,Medical,1,1494,2,Male,77,2,1,Laboratory Technician,2,Single,3298.05,14952,8,Y,No,23,3,3,80,2,31,5,1,23,11,8,15,Yes
41,Travel_Rarely,1489,Sales,25,2,Medical,1,1495,2,Male,90,4,1,Sales Executive,2,Divorced,3927.87,11047,2,Y,No,14,3,2,80,3,21,3,1,4,3,0,3,Yes
27,Travel_Frequently,168,Sales,11,3,Medical,1,1496,3,Male,41,2,1,Sales Executive,2,Married,3302.61,6033,7,Y,No,25,3,1,80,1,7,6,1,2,1,1,0,Yes
35,Travel_Frequently,398,Research & Development,23,3,Life Sciences,1,1497,2,Male,85,3,1,Research Scientist,1,Single,3443.52,20277,1,Y,No,18,3,2,80,2,15,4,1,10,6,3,7,Yes
29,Travel_Rarely,1043,Sales,2,2,Life Sciences,1,1498,1,Female,47,3,1,Sales Executive,4,Single,3867.67,25903,3,Y,No,13,3,4,80,2,9,4,4,9,7,7,5,No
24,Travel_Frequently,901,Human Resources,25,2,Medical,1,1499,4,Male,56,1,3,Human Resources,1,Married,7336.1,20226,0,Y,No,17,3,1,80,1,4,2,2,2,0,1,0,Yes
45,Travel_Rarely,395,Sales,20,5,Life Sciences,1,1500,4,Male,57,4,2,Sales Executive,1,Single,5464.64,24628,4,Y,No,18,3,3,80,0,27,2,4,21,19,20,1,Yes
54,Travel_Rarely,302,Sales,8,4,Technical Degree,1,1501,3,Male,81,4,1,Sales Executive,2,Married,3320.9,18710,1,Y,No,18,3,2,80,2,33,0,4,23,20,9,23,No
24,Travel_Rarely,160,Human Resources,23,1,Medical,1,1502,3,Female,45,1,2,Human Resources,3,Married,5455.33,20784,0,Y,No,21,3,1,80,0,2,0,3,1,0,0,0,Yes
42,Travel_Rarely,1045,Research & Development,29,1,Life Sciences,1,1503,1,Male,87,4,4,Manufacturing Director,2,Married,9337.84,6278,0,Y,No,20,3,4,80,0,22,4,2,1,1,1,1,Yes
31,Travel_Rarely,1062,Research & Development,7,3,Marketing,1,1504,2,Male,38,2,4,Healthcare Representative,3,Married,9232.07,22934,1,Y,Yes,14,3,4,80,0,10,1,1,8,8,4,5,Yes
32,Non-Travel,1437,Sales,8,5,Medical,1,1505,3,Male,55,2,3,Sales Executive,1,Divorced,7146.02,9500,4,Y,No,19,3,1,80,0,10,3,2,4,0,4,1,Yes
31,Travel_Frequently,1284,Research & Development,1,3,Life Sciences,1,1506,4,Male,57,3,4,Laboratory Technician,2,Single,9413.77,6015,8,Y,Yes,25,3,4,80,0,12,2,3,4,2,1,3,Yes
29,Travel_Rarely,430,Research & Development,21,1,Marketing,1,1507,3,Male,65,2,1,Research Scientist,2,Married,4009.12,23836,5,Y,Yes,20,3,2,80,3,10,0,4,0,0,0,0,Yes
37,Travel_Rarely,437,Research & Development,2,2,Technical Degree,1,1508,3,Male,38,4,2,Laboratory Technician,1,Single,5811.85,22690,3,Y,No,14,3,2,80,0,16,3,2,5,4,2,4,No
29,Travel_Rarely,1427,Sales,18,4,Medical,1,1509,2,Male,76,1,2,Sales Executive,2,Married,4710.41,10242,2,Y,Yes,18,3,2,80,3,11,6,3,10,3,9,5,Yes
39,Travel_Rarely,1461,Research & Development,15,5,Life Sciences,1,1510,3,Male,80,3,2,Laboratory Technician,4,Divorced,5285.43,9826,7,Y,No,16,3,2,80,2,21,5,4,4,1,2,3,No
36,Travel_Rarely,738,Sales,1,2,Medical,1,1511,1,Male,86,1,2,Sales Representative,3,Divorced,5180.83,11201,2,Y,Yes,15,3,4,80,3,15,5,1,6,6,1,0,Yes
34,Travel_Rarely,374,Research & Development,5,4,Marketing,1,1512,4,Male,61,3,2,Research Scientist,3,Married,4718.84,25167,0,Y,No,25,3,1,80,3,16,4,2,6,6,0,1,No
28,Travel_Rarely,1287,Research & Development,2,5,Life Sciences,1,1513,2,Male,96,3,5,Manufacturing Director,3,Married,11637.64,21941,3,Y,Yes,14,4,4,80,0,10,2,1,3,2,2,2,Yes
31,Travel_Frequently,418,Research & Development,20,5,Life Sciences,1,1514,4,Male,86,1,3,Research Scientist,2,Divorced,7451.95,17105,4,Y,Yes,15,3,4,80,2,12,5,1,4,4,3,1,Yes
43,Travel_Rarely,688,Research & Development,3,1,Technical Degree,1,1515,1,Male,83,2,2,Research Scientist,4,Divorced,6511.47,2153,4,Y,No,25,3,1,80,2,25,6,3,9,2,7,6,No
41,Travel_Rarely,603,Sales,19,2,Life Sciences,1,1516,1,Male,45,2,3,Sales Executive,2,Divorced,7332.99,10773,4,Y,No,23,3,1,80,2,23,2,3,23,5,4,4,Yes
28,Travel_Frequently,486,Sales,18,5,Marketing,1,1517,3,Female,91,2,1,Sales Executive,3,Married,3111.91,19171,7,Y,No,25,3,3,80,1,7,0,4,1,0,1,1,Yes
37,Travel_Rarely,969,Sales,29,5,Medical,1,1518,3,Male,85,2,1,Sales Executive,2,Divorced,3063.53,6886,7,Y,Yes,21,3,2,80,3,19,5,1,0,0,0,0,Yes
43,Travel_Rarely,932,Research & Development,22,4,Medical,1,1519,3,Male,52,1,2,Research Scientist,3,Single,5274.2,21765,3,Y,No,11,3,1,80,0,23,1,3,13,12,8,7,No
21,Travel_Rarely,1114,Research & Development,18,1,Life Sciences,1,1520,4,Male,46,4,2,Laboratory Technician,1,Single,5795.16,25950,8,Y,No,17,3,4,80,1,1,5,3,1,1,1,0,Yes
41,Travel_Rarely,702,Sales,14,3,Marketing,1,1521,1,Female,67,3,1,Sales Executive,3,Single,3852.43,24661,0,Y,Yes,18,3,2,80,0,20,2,1,10,0,10,5,Yes
31,Travel_Frequently,790,Sales,24,1,Life Sciences,1,1522,2,Female,59,1,3,Sales Executive,1,Single,8963.08,4267,4,Y,No,22,3,2,80,1,11,1,4,3,2,1,0,Yes
42,Travel_Rarely,593,Research & Development,8,3,Medical,1,1523,3,Male,87,2,2,Healthcare Representative,1,Married,4896.71,22642,4,Y,No,19,3,4,80,2,23,3,1,2,1,2,1,Yes
30,Travel_Rarely,589,Research & Development,29,2,Medical,1,1524,4,Male,51,2,2,Laboratory Technician,1,Divorced,5543.12,2970,4,Y,No,23,3,1,80,1,9,5,4,6,6,5,5,No
20,Travel_Frequently,820,Research & Development,12,2,Marketing,1,1525,3,Male,46,1,1,Research Scientist,3,Married,3157.86,10839,7,Y,No,13,3,2,80,2,2,2,4,2,2,2,2,Yes
22,Travel_Frequently,1196,Sales,21,5,Other,1,1526,1,Male,44,3,1,Sales Executive,4,Married,3675.25,15813,8,Y,No,25,4,2,80,1,2,5,3,2,0,1,2,Yes
37,Travel_Frequently,608,Research & Development,10,2,Medical,1,1527,2,Male,77,1,4,Manufacturing Director,3,Married,10191.58,19329,2,Y,No,19,3,2,80,0,18,5,1,9,3,7,3,Yes
39,Travel_Rarely,489,Research & Development,23,5,Life Sciences,1,1528,1,Female,61,1,2,Laboratory Technician,2,Married,5931.06,16450,8,Y,No,20,3,2,80,0,18,2,1,11,6,0,11,Yes
28,Travel_Rarely,394,Research & Development,20,1,Other,1,1529,4,Male,69,4,5,Laboratory Technician,2,Married,10896.2,7618,7,Y,No,15,3,2,80,1,7,1,3,2,0,1,0,No
42,Non-Travel,1492,Sales,17,2,Medical,1,1530,3,Female,86,1,5,Sales Executive,4,Divorced,11842.33,3495,2,Y,No,20,3,4,80,3,24,0,2,10,6,7,1,Yes
22,Travel_Frequently,895,Research & Development,11,1,Life Sciences,1,1531,1,Male,87,4,2,Laboratory Technician,4,Married,4443.32,4047,1,Y,No,16,3,1,80,3,0,6,2,0,0,0,0,Yes
36,Travel_Rarely,964,Research & Development,2,1,Life Sciences,1,1532,4,Female,45,3,1,Research Scientist,4,Married,2310.04,11364,3,Y,No,11,3,1,80,1,16,5,1,14,9,13,13,Yes
26,Travel_Rarely,648,Research & Development,26,2,Marketing,1,1533,3,Female,57,1,4,Healthcare Representative,1,Married,9375.47,15091,1,Y,No,19,3,2,80,3,7,4,3,5,3,1,0,Yes
31,Travel_Rarely,748,Research & Development,26,1,Life Sciences,1,1534,2,Male,30,1,5,Healthcare Representative,4,Divorced,11805.34,4886,3,Y,No,19,3,2,80,0,10,3,4,10,2,5,4,No
37,Non-Travel,667,Research & Development,4,2,Medical,1,1535,1,Male,70,2,2,Research Scientist,4,Single,5674.1,23572,4,Y,Yes,16,3,2,80,3,17,2,4,10,4,8,5,Yes
29,Travel_Rarely,1310,Sales,1,2,Medical,1,1536,3,Male,77,1,3,Sales Executive,4,Married,8452.89,17161,1,Y,No,18,3,4,80,1,10,5,1,1,0,1,0,Yes
33,Travel_Rarely,952,Sales,15,2,Life Sciences,1,1537,3,Male,60,2,3,Sales Executive,3,Married,7554.66,6158,7,Y,No,14,3,4,80,3,14,6,3,7,1,5,0,No
46,Travel_Rarely,869,Sales,13,3,Medical,1,1538,3,Male,65,2,2,Sales Executive,2,Married,5446.57,21845,0,Y,No,15,3,3,80,1,25,0,1,21,14,3,10,Yes
31,Travel_Rarely,544,Sales,8,1,Life Sciences,1,1539,3,Male,62,2,2,Sales Representative,2,Divorced,6077.6,8733,2,Y,No,15,3,2,80,0,11,2,1,10,4,8,4,No
44,Travel_Frequently,462,Research & Development,25,4,Medical,1,1540,1,Male,62,3,3,Laboratory Technician,4,Single,7312.93,3657,6,Y,No,17,3,3,80,2,25,5,3,8,6,1,1,Yes
26,Travel_Rarely,222,Sales,4,2,Medical,1,1541,3,Female,52,4,3,Sales Executive,2,Married,7694.37,7043,9,Y,No,17,3,3,80,0,5,3,1,2,1,1,2,No
41,Travel_Frequently,1311,Research & Development,10,1,Medical,1,1542,4,Male,89,2,1,Research Scientist,3,Divorced,3724.49,8360,0,Y,No,17,3,3,80,0,21,4,4,15,15,12,12,No
49,Non-Travel,841,Sales,19,5,Marketing,1,1543,1,Female,59,1,1,Sales Representative,2,Married,3014.12,18862,1,Y,No,15,3,1,80,1,29,2,2,12,0,8,9,Yes
18,Travel_Rarely,779,Human Resources,18,2,Marketing,1,1544,3,Male,74,1,1,Human Resources,1,Married,3693.73,11329,2,Y,No,14,3,3,80,0,0,5,4,0,0,0,0,Yes
29,Travel_Rarely,519,Research & Development,5,2,Marketing,1,1545,1,Female,68,2,1,Laboratory Technician,3,Single,4592.51,22337,1,Y,Yes,18,3,2,80,0,9,1,2,5,5,2,0,Yes
42,Travel_Rarely,1375,Research & Development,19,4,Life Sciences,1,1546,4,Male,74,2,4,Laboratory Technician,2,Single,10068.32,6043,1,Y,No,11,3,4,80,3,20,0,3,17,5,13,13,Yes
35,Travel_Frequently,1458,Research & Development,26,3,Life Sciences,1,1547,4,Male,41,1,1,Research Scientist,2,Married,3080.36,16242,5,Y,No,11,3,2,80,1,16,4,1,0,0,0,0,Yes
40,Travel_Rarely,191,Research & Development,23,3,Medical,1,1548,1,Female,61,2,1,Research Scientist,3,Single,4669.33,2597,6,Y,No,16,3,4,80,3,21,2,2,19,11,4,4,No
31,Travel_Rarely,162,Research & Development,27,2,Technical Degree,1,1549,3,Male,85,4,1,Healthcare Representative,2,Divorced,3844.63,4324,5,Y,No,12,4,1,80,1,11,5,3,9,3,6,8,No
37,Travel_Frequently,611,Sales,22,1,Marketing,1,1550,3,Female,53,4,2,Sales Executive,2,Married,5712.12,9299,5,Y,Yes,22,4,1,80,3,16,4,3,16,12,3,15,Yes
35,Travel_Rarely,1262,Human Resources,16,5,Marketing,1,1551,4,Male,42,3,2,Human Resources,4,Single,5451.39,13231,8,Y,No,13,4,2,80,3,17,1,3,0,0,0,0,No
47,Non-Travel,1308,Research & Development,1,5,Life Sciences,1,1552,3,Male,49,2,1,Laboratory Technician,1,Married,3841.35,2569,7,Y,No,14,3,1,80,2,27,2,4,0,0,0,0,Yes
39,Travel_Rarely,1328,Research & Development,12,1,Medical,1,1553,4,Male,85,3,1,Laboratory Technician,3,Married,3555.89,5328,7,Y,No,24,3,4,80,0,21,4,4,16,1,3,16,No
40,Travel_Rarely,871,Research & Development,24,2,Medical,1,1554,3,Female,82,3,1,Manufacturing Director,4,Single,3509.82,18524,5,Y,Yes,12,3,1,80,3,20,2,2,14,3,5,1,Yes
33,Travel_Rarely,1337,Sales,2,5,Life Sciences,1,1555,4,Male,97,3,2,Sales Executive,2,Single,5433.45,5280,4,Y,No,20,4,3,80,2,15,2,2,12,3,10,6,No
32,Travel_Frequently,355,Research & Development,21,3,Life Sciences,1,1556,2,Female,83,2,1,Research Scientist,3,Married,3986.88,21147,8,Y,Yes,17,3,3,80,3,12,4,4,1,0,0,1,Yes
33,Travel_Rarely,234,Research & Development,25,1,Technical Degree,1,1557,3,Female,63,3,4,Laboratory Technician,3,Married,9931.47,5590,1,Y,No,25,3,1,80,3,12,2,2,10,7,5,7,No
